id,calories,proteins,fat,carbohydrate,name,image
316,46,2.8,0.2,8.2,Daun ubi putih segar,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2019/10/08/983732094.jpg
317,55,1.7,0.1,11.9,Daun ubi tinta segar,"https://static.wixstatic.com/media/47a984_0de71c01a4e447fb86743743e8cd94b3.jpg/v1/fill/w_582,h_291,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/47a984_0de71c01a4e447fb86743743e8cd94b3.jpg"
318,260,2,15,53,"Deblo ",https://img-global.cpcdn.com/recipes/613bae93e873b173/680x482cq70/deblo-foto-resep-utama.jpg
319,382,55.7,14.1,8,Dendeng belut goreng,https://selerasa.com/wp-content/uploads/2015/11/images_dendeng-belut.JPG
320,433,55,9,0,Dendeng Daging Sapi,https://awsimages.detik.net.id/community/media/visual/2022/02/20/resep-dendeng-sapi-medan_43.jpeg?w=700&q=90
321,598,74.3,26.9,9.2,Dendeng mujahir goreng,https://img-global.cpcdn.com/recipes/c49ebd05c391ae54/680x482cq70/dendeng-mujair-foto-resep-utama.jpg
322,77,13.8,1.9,0.7,Dideh darah ayam,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh9d4T1r7jHqSELzd2b3KBFeJlzKWtbaUIbOrsHTyKYSr_SJvpO2EijjASugjDKlv0-WhFvsRpcskdPJx95G3cpox3XJVzjTbDJQaISa_egWAzjYl3Cd8Zb0hXWGcIGj8KavQ37Uu6qRvTtob_G9TAIxgfhI4Xz2yKfM_PuI3PixHmXXHJySQ70I4e9dQ/s600/dideh.jpg
323,104,21.9,1.1,0,Dideh darah sapi,https://cdns.diadona.id/diadona.id/resized/640x320/news/2020/09/29/23311/664xauto-banyak-digemari-kuliner-asal-indonesia-ini-ternyata-terbuat-dari-darah-hewan-200929c.jpg
324,248,10,2.3,40.9,Djibokum masakan,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
325,395,3,5.7,81.2,Dodol,https://asset.kompas.com/crops/e3JycmGm1r9fr7krT-Kj-p7R3m0=/32x18:1000x664/750x500/data/photo/2023/03/03/64014f11134b7.jpeg
326,298,3.7,2.1,65.9,Dodol bali,https://awsimages.detik.net.id/community/media/visual/2022/06/13/dodol-khas-bali-berbungkus-kulit-jagung-kering-buatan-perajin-dodol-di-desa-penglatan-kecamatan-buleleng-kabupaten-buleleng_169.jpeg?w=620
327,368,2.6,8.6,70,Dodol banjarmasin,https://indonesiakaya.com/wp-content/uploads/2020/10/4__Sentra_pembuatan_dodol_Kandangan_berada_di_kabupaten_Hulu_Sungai_Selatan_kota_Banjarmasin_Kalimantan_Selatan_edit.jpg
328,348,0.4,3.8,76.1,Dodol galamai,https://cdn.idntimes.com/content-images/community/2021/01/101186477-721573788678961-609266625911808050-n-0b2e3fe55c98e8dc089991ca6127b017-d50f4f0a2cefd2131bdbae4fd41bbbef.jpg
329,331,1.9,7.6,63.8,Dodol kedondong,https://smansabangko.sch.id/storage/smansabangko.sch.id/editor/irouKFVLfBSxITWbSup2WiqvqfbWRybMTVnpJgr8.jpg
330,373,4.3,16.5,51.9,Dodol manado,https://cdn-2.tstatic.net/manado/foto/bank/images/dodol-amurang_khas-manado.jpg
331,17.5,3.3,2.3,39.5,"Dodonkol ",https://www.piknikdong.com/wp-content/uploads/2022/06/Resep-Awug-Sederhana.jpg
332,317,15.7,27.7,0,Domba daging gemuk segar,https://png.pngtree.com/png-vector/20210913/ourlarge/pngtree-fresh-lamb-ingredients-png-image_3922032.jpg
333,202,17.1,14.8,0,Domba daging kurus  segar,https://images.tokopedia.net/img/cache/700/VqbcmM/2020/11/2/63145b70-ef97-4649-af84-9b14cdc13519.jpg
334,100,16.6,3.3,1,Domba ginjal segar,https://media.istockphoto.com/id/1457294473/id/foto/ginjal-domba-segar-mentah-di-atas-talenan.jpg?s=612x612&w=0&k=20&c=coamiTuIqCOb7QJ-3vJkyY6CWF7hjKA75JGFQmQFCDw=
335,63,1,0.2,16.1,Duku,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Duku_Lansium_domesticum_Ripe.jpg/1200px-Duku_Lansium_domesticum_Ripe.jpg
336,134,2.5,3,28,Durian,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2023/01/20/alasan-mengapa-buah-durian-diseb-20230120035049.jpg
337,80,0.5,0.6,18.2,Duwet segar,https://t-2.tstatic.net/jogja/foto/bank/images/duwet-atau-jamblang_20181006_142430.jpg
338,18,1,0.2,3.8,Eceng Gondok,https://unair.ac.id/wp-content/uploads/2022/11/Foto-by-detikFood.jpeg
339,98,1.4,0.2,25.4,Embacang,https://s0.bukalapak.com/img/037360101/large/144135_2embacang.jpg
340,248,36.2,6.9,10.1,Empal (daging) Goreng masakan,https://cdn-2.tstatic.net/batam/foto/bank/images/resep-empal.jpg
341,590,18.5,57,0,Empal Goreng,https://ikafood.com/wp-content/uploads/2020/09/Empal-Gepuk.jpg
342,345,12,1.5,71.5,Emping (kerupuk melinjo),https://cdns.klimg.com/merdeka.com/i/w/news/2020/09/24/1224077/540x270/cara-membuat-emping-melinjo-yang-gurih-dan-renyah-mudah-dipraktikkan.jpg
343,403,10.6,2.2,85.3,Emping beras,https://id-test-11.slatic.net/p/8d475dd96749024eb4626810ea458829.jpg
344,355,17.8,4.6,60.7,Emping komak,https://s2.bukalapak.com/img/762986024/large/Cemilan__Emping_Komak_Lombok_.jpg
345,122,3.5,4.5,17.5,Encung asam segar,https://agretail.id/uploads/news/news_20200728174010_846.jpeg
346,538,13.6,30.3,52.6,Enting-enting gepuk hello kity,https://lzd-img-global.slatic.net/g/p/46ae93d66169830341e0450a39d663b5.jpg_720x720q80.jpg_.webp
347,524,13.3,29.2,52,Enting-enting gepuk kacang tanah,https://eventkampus.com/data/artikel/2/enting-enting-khas-salatiga-asal-usul-dan-kandungan-nutrisi-dalam-enting-enting.jpeg
348,565,18.2,38.4,36.8,Enting-enting wijen,https://img-global.cpcdn.com/recipes/fb33825abf7ebb72/680x482cq70/enting-enting-kacang-wijen-foto-resep-utama.jpg
349,70,0.6,0,18.9,Erbis,https://media.suara.com/pictures/653x366/2022/07/10/74690-ilustrasi-erbis.jpg
350,210,4,12.5,20.6,Es krim,https://cdn0-production-images-kly.akamaized.net/HfkjSnesMVgDaS0dVGBUFFN6sZw=/1200x1200/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2769420/original/063670200_1554367843-birthday-break-caramel-461430.jpg
351,156.7,3,1.7,32.7,"Es Krim (Coconut milk) ",https://cdn.nutritioninthekitch.com/wp-content/uploads/2022/03/Coconut-ice-cream-5-800x1184.jpg
352,152,0,0,37.6,"Es Mambo ",https://www.masakapahariini.com/wp-content/uploads/2020/06/es-mambo.jpg
353,44.8,0,0,11.3,"Es Sirup ","https://cdn.yummy.co.id/content-images/images/20220619/xfaVB26SMb4zm5RAt72MsKdSiArIkWyc-31363535363231363533d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/resize,w_388,h_388,m_fixed,x-oss-process=image/format,webp"
354,270,12.3,15.9,19.3,Fillet o-fish,https://www.recipetineats.com/wp-content/uploads/2018/08/Homemade-Filet-O-Fish_3.jpg
355,322,2.4,0.6,76.6,Gadeng/Gadung kering,https://cf.shopee.co.id/file/4bd71bb1fd0ed9886cc4dd7af0f7b436
356,137,6.1,3.2,21,Gado-gado,https://img.kurio.network/rlKzeW_1_iLZ-JMm9fFHX-rGdIE=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/22/06/22/53264347-b7ba-4257-852d-04e3d1b4e4e5.jpe
357,88,0.8,0.3,20.9,Gadung kukus,https://img-global.cpcdn.com/recipes/51c229856c44e39a/680x482cq70/gadung-kukus-foto-resep-utama.jpg
358,101,2.1,0.2,23.2,Gadung mentah,https://jernih.co/wp-content/uploads/gadung-1.jpg
359,88,0.6,0.3,20.9,Gadung ubi kukus,https://img-global.cpcdn.com/recipes/51c229856c44e39a/1200x630cq70/photo.jpg
360,100,0.9,0.3,23.5,Gadung ubi segar,https://images.tokopedia.net/img/cache/500-square/product-1/2019/5/8/6003009/6003009_42d1e66b-cf0c-44b1-bf85-82709633f561.png
361,18,0.8,0.2,4.1,Gambas (Oyong),https://static.honestdocs.id/system/blog_articles/main_hero_images/000/001/679/original/15_Manfaat_Sayur_Gambas_%28Oyong%29_Bagi_Kesehatan.jpg
362,13,0.3,0.6,1.6,Gambas lodeh,"https://cdn.yummy.co.id/content-images/images/20210411/n8JWL5o9Saqut50aP4W9cCHqob98nCg8-31363138313239343736d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/resize,w_388,h_388,m_fixed,x-oss-process=image/format,webp"
363,68,0.7,0.1,18,Gandaria,https://awsimages.detik.net.id/community/media/visual/2019/12/27/cdbc1b24-d9d7-4212-a38f-f527093a21e6_43.jpeg?w=600&q=90
364,100,0.8,0.2,23.8,Ganyong kukus,https://pbs.twimg.com/media/FaAqu9paIAEm13B?format=jpg&name=4096x4096
365,95,1,0.1,22.6,Ganyong mentah,https://3.bp.blogspot.com/-NKNz9WU0oo8/WfobcfcbliI/AAAAAAAAAQk/yJ3EvQk5_xQucwTaboHstWVS56JUmjjxACLcBGAs/s1600/IMG_6745.JPG
366,100,0.8,0.2,23.8,Ganyong rebus,https://assets-a1.kompasiana.com/items/album/2019/11/18/fb-img-1574037281653-5dd1e7e2d541df7e5258fdc2.jpg
367,77,0.6,0.2,18.4,Ganyong segar,https://id-test-11.slatic.net/p/b5d4ead3758c0c6492d33214e29bf296.jpg
368,338,1.5,0.7,81.3,Gaplek,https://img-global.cpcdn.com/recipes/136bf6be239b77b2/1280x1280sq70/photo.webp
369,191,4.5,1.5,39.7,Gatep segar,https://visitbali.id/images/data/2021/Sep/27/615168beaee801728.jpg
370,347,1.3,0.7,83.8,Gatot,https://upload.wikimedia.org/wikipedia/commons/f/fb/19._Gathot_2.jpg
371,195,0.4,1.7,44.4,Geblek,https://assets.pikiran-rakyat.com/crop/13x117:1065x1297/x/photo/2022/07/22/2059763332.jpg
372,389,0,0,91,Gelatine,https://asset.kompas.com/crops/_L9e1vMf1G0xP0ebOzrif0YDzzQ=/0x0:1000x667/750x500/data/photo/2020/10/06/5f7c01379379a.jpg
373,95,1.5,0.1,22.4,Gembili,https://awsimages.detik.net.id/community/media/visual/2020/05/04/47dff53b-5a39-4136-907a-51e3754353b1_169.png?w=650&q=90
374,131,1.1,0.2,31.3,Gembili ubi segar,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//101/MTA-48006729/tidak_ada_merk_umbi_gembili_500_gram_ubi_gembili_ketan_pulen_segar_full03_9aa38a1b.jpg
375,274,1.7,5.4,55.5,Gemblong,https://asset.kompas.com/crops/I3Y-iWTZTZ0TLo5ZTtNqPtrya_s=/0x73:1280x926/750x500/data/photo/2020/08/16/5f3913fdc5e69.jpg
376,407,6.4,28.2,32,Gendar goreng,https://img-global.cpcdn.com/recipes/8740dfff5f5019cb/1200x630cq70/photo.jpg
377,35,1.7,0.2,7.7,Genjer segar,https://images.tokopedia.net/img/cache/700/product-1/2020/5/15/7845717/7845717_a5118472-420f-4bf5-a311-ff8401926d6d_1000_1000.jpg
378,350,1.4,14.4,53.6,Geplak,https://www.tuguwisata.com/wp-content/uploads/2017/10/chefjourneys_3_10_2017_14_6_38_173.jpg
379,462,3.1,24.4,57.7,Geplak jahe,https://id-live-01.slatic.net/p/e9d3d5c495903bfc0909965e77c210ad.jpg
380,75,8.2,2,6,Gete kuah asam masakan,https://nilaigizi.com/assets/images/produk/produk_1535785356.jpg
381,360,1.3,6.4,74.3,Getuk goreng,https://resepkoki.id/wp-content/uploads/2016/03/Resep-Getuk-goreng.jpg
382,171.4,4,4,32,"Getuk Lindri ",https://asset-a.grid.id/crop/0x0:0x0/x/photo/2018/12/21/1509136869.jpg
383,144,1.1,0.4,34.1,Getuk pisang,https://asset.kompas.com/crops/l3xnQh1pGb-JXXnQlqwMVzdfRMo=/0x0:1000x667/750x500/data/photo/2022/12/25/63a7a3ef59ddd.jpeg
384,204,0.5,1.4,47.4,Getuk singkong,https://images.tokopedia.net/img/KRMmCm/2022/8/9/d04d11c4-f1e5-4595-8166-a53955b475ca.jpg
385,114,16.3,4.6,0.8,Ginjal Babi,https://s1.bukalapak.com/img/6117974221/large/GINJAL_BABI___PORK_KIDNEY_.jpg
386,105,16.6,3.3,1,Ginjal Domba,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/6/21/c055064b-bb60-4818-b25b-4213572335df.jpg
387,141,15,8.1,0.9,Ginjal Sapi,https://i0.wp.com/herald.id/wp-content/uploads/2023/01/google.jpg?fit=521%2C405&ssl=1
388,53,1.6,1.6,8.8,"Gudeg ",https://cdn1-production-images-kly.akamaized.net/IpYTbngk7MSDqY-O2zh-l35oxxs=/1200x1200/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/776636/original/012158200_1417956101-gudeg.jpg
389,160,3.3,9.2,16,Gudeg sayur,https://1.bp.blogspot.com/-dubLmtxl4XI/V9NzynrpH4I/AAAAAAAAZTY/Mh8U8r2Fy58EWteb0ARFDyZWj7Wot4n0ACLcB/s1600/A%2BGUDEG%2BBASAH%2BIG.jpg
390,368,0,0,95,Gula Aren,https://pertanian.uma.ac.id/wp-content/uploads/2023/02/61b16531c9fe7.jpg
391,386,3,10,76,Gula Kelapa,https://centralagrolestari.com/public/storage/pos/images/1626581730.jpg
392,356,0.4,0.5,90.6,Gula Merah Tebu belum dimurnikan,https://img.my-best.id/content_section/choice_component/contents/31f66e56783bda930982232d7debc6ca.jpg?ixlib=rails-4.3.1&q=70&lossless=0&w=690&fit=max&s=3f720921b474d65bdf6d775ab995d54c
393,394,0,0,94,Gula putih,https://s0.bukalapak.com/bukalapak-kontenz-production/content_attachments/88280/original/manfaat_gula_pasir_main_image.jpg
394,52,10,0.5,1.8,Gulai asam keueung masakan,https://img-global.cpcdn.com/recipes/8f989c17e5803c3b/680x482cq70/gulai-asam-keueng-asam-pedas-tongkol-seafoodfestival-foto-resep-utama.jpg
395,106,16.5,3.3,2.5,Gulai ikan masakan,https://sweetrip.id/wp-content/uploads/2022/10/1.jpg
396,148,10,9.8,5,Gulai ikan paya masakan,https://www.glory-travel.com/wp-content/uploads/2018/11/o1AJ9qDyyJNSpZWhUgGYc3MngFqoAN6WRcGHHcyTN6eXyGCVk.jpg
397,126,4.2,9.4,6.2,Gulai kambing,https://kbu-cdn.com/dk/wp-content/uploads/gulai-kambing.jpg
398,110,5.9,8.2,3.2,Gulai keumamah masakan,https://img-global.cpcdn.com/recipes/d43cbe5d1ad0490d/680x482cq70/gulai-keumamah-foto-resep-utama.jpg
399,143,4,11.4,6,Gulai pakis,https://www.agrowindo.com/wp-content/uploads/2017/06/Gulai-pakis-agrowindo.jpg
400,176,7.3,14.9,3.2,Gulai pliek,https://mediakom.kemkes.go.id/wp-content/uploads/2021/08/kuah-pliek-u.png
401,132,9,7.2,7.8,Gulai tiram masakan,https://img-global.cpcdn.com/recipes/09856a93968f8df1/1200x630cq70/photo.jpg
402,192,12.7,10.1,12.7,Gurame asem manis masakan,https://d12man5gwydfvl.cloudfront.net/wp-content/uploads/2020/03/shutterstock_1561182373.jpg
403,218,0.5,2.5,48.5,Gurandil,https://i.ytimg.com/vi/xDsBbOWMWJo/maxresdefault.jpg
404,389,16.9,35,0.3,Ham,https://bakeitwithlove.com/wp-content/uploads/2021/12/glazed-honey-ham-sq.jpg
405,65,10,1,3.5,Hangop,https://www.lekkerensimpel.com/wp-content/uploads/2016/10/IMG_0381-2.jpg
406,134,19.7,4.8,1.7,Hati Babi,https://media.suara.com/pictures/653x366/2019/10/10/41737-ilustrasi-hati-babi-pixabaychodarat.jpg
407,136,19.7,3.2,6,Hati Sapi,https://doktersehat.com/wp-content/uploads/2022/04/hati-sapi-doktersehat.jpg
408,390,14.2,7.4,68.2,Havermout,https://id-test-11.slatic.net/p/2055593e09b807e28ea3fd9b8756b103.jpg
409,127,1.2,0.5,29.5,Hofa/Ubi hutan segar,https://www.mongabay.co.id/wp-content/uploads/2015/05/sikapa02.jpg
410,146,17.7,5.9,5.6,Ikan asar merah masakan,https://t-2.tstatic.net/medan/foto/bank/images2/Resep-Ikan-Asar-dan-Cara-Membuatnya-Hidangan-Khas-Maluku.jpg
411,380,33.6,27.5,0,Ikan Asin bilis goreng,https://img-global.cpcdn.com/recipes/446879a009d58694/1200x630cq70/photo.jpg
412,456,46.5,24.4,0,Ikan Asin gabus goreng,https://images.tokopedia.net/img/cache/700/product-1/2019/7/27/6486945/6486945_99c1b375-e266-42bb-b539-f5731fb74114_960_960.jpg
413,348,18.7,29.5,0,Ikan Asin japuh goreng,https://img-global.cpcdn.com/recipes/756a62f3201bd80c/1200x630cq70/photo.jpg
414,193,42,1.5,0,Ikan Asin kering,https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/ikan-asinn.jpg
415,430,58.2,23.6,0,Ikan Asin pari goreng,https://img-global.cpcdn.com/recipes/Recipe_2015_01_31_12_33_39_810_87c9c03bd7c9a069b268/680x482cq70/ikan-pari-goreng-foto-resep-utama.jpg
416,652,40.4,54.3,0,Ikan Asin pepetek goreng,https://img-global.cpcdn.com/recipes/63c1692184e591d6/1200x630cq70/photo.jpg
417,319,6.9,31.7,0,Ikan Asin sirinding goreng,https://images.tokopedia.net/img/cache/700/product-1/2020/2/4/7723047/7723047_740a394f-4f87-467c-bb24-6ff77d857edd_1224_1224.jpg
418,430,33.4,32.4,0,Ikan Asin teri goreng,https://img-global.cpcdn.com/recipes/15714e008b15f3e0/680x482cq70/teri-segar-goreng-tanpa-minyak-foto-resep-utama.jpg
419,198,19,13,0,Ikan Bader (Tawes),https://3.bp.blogspot.com/-QIgcZ7K-sU4/XCHN03j4UGI/AAAAAAAAGjQ/Lmq-K-j5qQgIR-aSasCnx01eQ9bND4pfwCLcBGAs/s1600/ikan%2Btawes%2B1.jpg
420,107,16.5,3.9,1.5,Ikan balong segar,https://upload.wikimedia.org/wikipedia/commons/9/98/Maroon_Clown_Fish444.jpg
421,112,20,1.3,3.7,Ikan bambangan segar,https://workamerica.co/wp-content/uploads/2020/03/kakap-merah.jpg
422,129,20,4.8,0,Ikan Bandeng,https://images.tokopedia.net/blog-tokopedia-com/uploads/2021/08/Featured_Manfaat-Ikan-Bandeng.jpg
423,296,17.1,20.3,11.3,Ikan bandeng presto masakan,https://www.philips.com/c-dam/b2c/id_ID/experience/ho/cooking/iikan-goreng-thumbnail.jpg
424,111,19.4,0.9,4.8,Ikan banjar segar,https://altarafish.com/wp-content/uploads/2019/02/kembung-banjar-2.jpg
425,78,14.5,0.6,3.7,Ikan baronang segar,https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/tangerangraya/2021/10/Baronang1.jpg
426,144,17.8,5.8,5.2,Ikan baung bakar,https://dherdian.files.wordpress.com/2014/12/ikan-baung.jpg
427,123,15.1,5.5,3.3,Ikan baung segar,https://www.pustakadunia.com/media/posts/9/green-baung.jpg
428,96,19,1.7,0,Ikan Bawal,https://cdn0-production-images-kly.akamaized.net/C-d15AzyqyZ6g3FXgdgNiM0vT8w=/881x0:3882x3001/1200x1200/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3083206/original/068408300_1584935571-shutterstock_1543262462.jpg
429,138,14,0.7,7.4,Ikan Bekasang,https://www.surabayapagi.com/po-content/photo/big/a782bead716a8dbee3762c8c79ec4e54.jpg
430,128,18,3,7.2,Ikan Belida bakar,https://nilaigizi.com/assets/images/produk/produk_1535645437.JPG
431,80,14.7,1.4,2.2,Ikan Belida segar,https://asset.kompas.com/crops/1fAzPKIXKLg0zUIFq1noM_71D44=/73x0:916x562/750x500/data/photo/2021/09/07/6137430f50e33.jpg
432,417,25.9,19.4,32,Ikan Belut Segar goreng,https://kbu-cdn.com/dk/wp-content/uploads/belut-goreng-crispy.jpg
433,82,6.7,1,10.9,Ikan Belut Segar mentah,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/9/57ed09de-9e7e-4d05-9de8-d85353362446.jpg
434,66,14,0,0,Ikan Beunteur,https://agrozine.id/wp-content/uploads/2022/10/Ikan-Wader.jpg
435,90,14.9,2.5,2.1,Ikan biawan segar,https://panennews.com/wp-content/uploads/2020/06/Ikan-Biawan.jpg
436,88,14.2,0.7,6.2,Ikan bili segar,https://cdn.shopify.com/s/files/1/0592/8633/products/Ikan_Bilis.jpg?v=1523265834
437,100,14.7,2.4,4.9,Ikan bubara segar,https://cdn.antaranews.com/cache/800x533/2021/09/17/IMG-20210917-WA0002_2.jpg
438,134,25.5,1.3,5,Ikan bulan-bulan segar,https://upload.wikimedia.org/wikipedia/commons/1/1a/Megalops_cyprinoides2.jpg
439,204,34.2,5.6,1.9,Ikan cakalang asap mentah,https://jurnal6.com/wp-content/uploads/2021/11/received_532156504848726.jpeg
440,198,36.5,2.2,5.5,Ikan cakalang asin mentah,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/7/7/76b181bf-a94c-4a34-a2b4-5e1c4ba01dc5.jpg
441,120,11.3,3.9,10,Ikan cakalang hati segar,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/07/13/2233154868.jpg
442,116,11.2,1.2,10.2,Ikan cakalang jantung segar,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/07/13/2233154868.jpg
443,86,10.2,1.1,8.7,Ikan cakalang perut segar,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/07/13/2233154868.jpg
444,107,19.6,0.7,5.5,Ikan cakalang segar,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/07/13/2233154868.jpg
445,81,11.4,1.9,3.8,Ikan calo/ peda mentah,https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2021/11/22/2261616866.jpg
446,101,11.5,4.1,4.6,Ikan daun segar,https://nilaigizi.com/assets/images/produk/produk_1535461660.jpg
447,109,17,4,0,Ikan Ekor Kuning,https://id-live-01.slatic.net/p/a050c6abf2757b9dd5d9e179ac5f6f58.jpg
448,261,38.1,2.3,21.9,Ikan Gabus asap mentah,https://id-test-11.slatic.net/p/bb5a949dcbe534ed2ecdfd98a8e9c07b.jpg
449,292,58,4,0,Ikan Gabus kering,https://nilaigizi.com/assets/images/produk/produk_1535646586.jpg
450,74,25.2,1.7,0,Ikan Gabus segar,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/10/17/13ad7cdb-015a-4298-a4ef-f698a1143555.jpg
451,267,23.1,19.4,0.2,Ikan gete goreng,https://nilaigizi.com/assets/images/produk/produk_1535646628.jpg
452,101,10.3,3.7,6.7,Ikan hitam segar,https://www.fishbase.se/images/species/Lachr_u2.jpg
453,298,46.3,3.6,20.2,Ikan hiu kering,https://nilaigizi.com/assets/images/produk/produk_1535646676.jpg
454,57,10.7,0.3,2.2,Ikan hiu segar,https://awsimages.detik.net.id/community/media/visual/2021/10/21/ilustrasi-ikan-hiu.jpeg?w=1200
455,77,15.6,0.9,1.6,Ikan kacangan segar,https://gratisongkir-storage.com/products/900x900/GgmwAfyK453X.jpg
456,92,20,0.7,0,Ikan kakap segar,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/30105045/Tinggi-Protein-Ini-X-Manfaat-Ikan-Kakap-untuk-Kesehatan.jpg
457,82,11.4,1.2,6.4,Ikan kakatua segar,https://jagalaut.id/wp-content/uploads/2022/05/IMG_3929.jpg
458,132,17,6.7,0.8,Ikan kapar segar,https://upload.wikimedia.org/wikipedia/commons/b/b0/Belont_hasselt_100523-1755_sap.JPG
459,162,31.7,2.8,0.3,Ikan katombo asin,https://img-global.cpcdn.com/recipes/4e1636ada1bc35e0/1200x630cq70/photo.jpg
460,110,12.6,4.2,5.4,Ikan kawalinya segar,https://assets.ayobandung.com/crop/0x0:0x0/x/photo/2022/03/18/236634727.png
461,302,70.7,1.9,0.4,Ikan kayu kering,https://nilaigizi.com/assets/images/produk/produk_1535646769.jpg
462,103,22,1,0,Ikan Kembung,https://asset.kompas.com/crops/G41p2wbQwOBGvIZvV4aU4qOQtBQ=/0x0:1000x667/750x500/data/photo/2023/03/18/64153daddd7cc.jpg
463,70,10.8,0.7,5.2,Ikan kima segar,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2022/01/19/kima-yic-artikel-by-tionjpg-20220119124005.jpg
464,147,17.5,6.5,5.4,Ikan Lais bakar,https://dotdolan.com/wp-content/uploads/2022/04/Olahan-Lais_IG-@rukurukuresto-e1649583973110.jpeg
465,109,22,1.7,0,Ikan Layang,https://lintasbalikpapan.com/asset/foto_berita/Ikan_Layang_2.jpg
466,82,18,1,0.4,Ikan layur segar,https://ikanwiki.com/gambar/gambar_besar/ikanlay.webp
467,90,20.4,0.9,0,Ikan lehoma segar,https://2.bp.blogspot.com/-hcHeOSZ-k-M/VkNmXVXuJFI/AAAAAAAABPU/lU_LNkEOoHo/s1600/MAlalugis.jpg
468,252,19.9,19.1,0,Ikan Lele goreng,https://kbu-cdn.com/dk/wp-content/uploads/lele-goreng-bumbu-lengkuas.jpg
469,112,20,3,0,Ikan Lemuru,https://images.tokopedia.net/img/cache/700/product-1/2020/6/12/101531639/101531639_f8f0374d-3534-4642-84c3-530d9b1fb3f0_690_690.jpg
470,104,15.6,3.2,2,Ikan lidah segar,https://homemadeindonesia.com/apihmi/images/datatoko/K3DE232FF89_brg66792.jpg
471,258,40.3,2.3,18.9,Ikan lomak asin mentah,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/5/31/7abefabd-7a9c-4faa-91f8-6a17ff7d0616.jpg
472,99,20.6,1.4,0.9,Ikan malalugis segar,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Decapterus_koheru_%28koheru%29.jpg/1200px-Decapterus_koheru_%28koheru%29.jpg
473,86,16,2,0,Ikan Mas,https://static.republika.co.id/uploads/images/inpicture_slide/ikan-mas_220111065132-645.jpg
474,188,19.3,12.2,0,Ikan Mas goreng,https://cdn1-production-images-kly.akamaized.net/PoXdFBAzit7rJj6MDEQSxQ35dT8=/0x462:5162x3371/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2930376/original/062217400_1570175183-shutterstock_445394449.jpg
475,209,15.2,11.3,11.8,Ikan Mas pepes,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/01/06/1877204615.jpg
476,97,17.9,2,0.4,Ikan mayong segar,https://homemadeindonesia.com/apihmi/images/datatoko/K0B6216F87F_brg17106.jpg
477,598,74.3,26.9,9.2,Ikan Mujair dendeng goreng,https://img-global.cpcdn.com/recipes/c49ebd05c391ae54/680x482cq70/dendeng-mujair-foto-resep-utama.jpg
478,582,68.3,15.2,37.2,Ikan Mujair dendeng mentah,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/5/21/38d1433b-a298-46d1-8f07-797840199762.jpg.webp
479,416,46.9,23.9,0,Ikan Mujair goreng,https://kurio-img.kurioapps.com/22/10/07/3521e216-d7b3-498d-a045-95973e196c36.jpg
480,121,21.7,2.8,0.8,Ikan Mujair pepes,https://sweetrip.id/wp-content/uploads/2022/10/a-pepeas.jpg
481,89,18.7,1,0,Ikan Mujair segar,https://s4.bukalapak.com/img/9282888648/large/1792856_scaled.jpg
482,154,16.8,5,10.5,Ikan nasu metti segar,https://img-global.cpcdn.com/recipes/a9e68b1f59b7db4c/680x482cq70/ikan-kuah-kuning-nasu-bale-menre-bhs-bugis-foto-resep-utama.jpg
